LFQ intensity 1	LFQ intensity 2	LFQ intensity 3	LFQ intensity 4	LFQ intensity 5	LFQ intensity 6	LFQ intensity 7	LFQ intensity 8	LFQ intensity 9	LFQ intensity 10	LFQ intensity 11	LFQ intensity 12	LFQ intensity 13	LFQ intensity 14	LFQ intensity 15	LFQ intensity 16	LFQ intensity 17	LFQ intensity 18	LFQ intensity 19	LFQ intensity 20	LFQ intensity 21	LFQ intensity 22	LFQ intensity 23	LFQ intensity 24	Only identified by site	Reverse	Potential contaminant	Peptides	Razor + unique peptides	Unique peptides	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Q-value	Score	Intensity	MS/MS count	Protein IDs	Majority protein IDs	Protein names	Gene names	Fasta headers
0	2234400	0	0	0	8773100	4569200	8224400	7875600	3844700	9154900	6454900	5861100	1.107E+07	7558000	0	0	9778800	6669600	4001100	8552800	1.1511E+07	9773700	2.1749E+07				8	8	8	9.2	9.2	9.2	135.89	0	190.64	267690000	5	A2RUS2	A2RUS2	DENN domain-containing protein 3	DENND3	sp|A2RUS2|DEND3_HUMAN DENN domain-containing protein 3 OS=Homo sapiens GN=DENND3 PE=1 SV=2
5.698E+07	3.2313E+07	6.6808E+07	3.6342E+07	4.5196E+07	1.1536E+08	1.0478E+08	1.2665E+08	1.1758E+08	1.0334E+08	1.2921E+08	1.5281E+08	1.6096E+08	1.3343E+08	1.3921E+08	1.2902E+08	1.0508E+08	1.2059E+08	1.2829E+08	1.1848E+08	1.6646E+08	1.4699E+08	1.725E+08	1.4792E+08				33	33	33	21.8	21.8	21.8	214.82	0	111.96	4862400000	104	A3KMH1	A3KMH1	von Willebrand factor A domain-containing protein 8	VWA8	sp|A3KMH1|VWA8_HUMAN von Willebrand factor A domain-containing protein 8 OS=Homo sapiens GN=VWA8 PE=1 SV=2
2.2062E+07	1.5796E+07	1.5162E+07	1.231E+07	1.7138E+07	1.0549E+07	7530600	7236000	1.9014E+07	1.1311E+07	2922800	6009900	1.0979E+07	4987500	4630600	1.1228E+07	6815800	9482100	4196900	5641500	4392700	0	7499900	4559500				7	7	7	5.9	5.9	5.9	154.31	0	5.706	343460000	14	A3KN83;Q9Y2G9	A3KN83	Protein strawberry notch homolog 1	SBNO1	sp|A3KN83|SBNO1_HUMAN Protein strawberry notch homolog 1 OS=Homo sapiens GN=SBNO1 PE=1 SV=1
3.3677E+07	2.7006E+07	2.9949E+07	3.6226E+07	3.5779E+07	3.6786E+07	3.6447E+07	3.875E+07	3.2985E+07	1.9437E+07	4.2652E+07	5.2144E+07	3.8292E+07	4.9586E+07	4.4304E+07	2.9614E+07	3.821E+07	2.849E+07	3.015E+07	3.4107E+07	3.6299E+07	4.2641E+07	3.6542E+07	3.9502E+07				9	9	9	31.5	31.5	31.5	42.932	0	34.212	1502500000	85	A4D1E9	A4D1E9	GTP-binding protein 10	GTPBP10	sp|A4D1E9|GTPBA_HUMAN GTP-binding protein 10 OS=Homo sapiens GN=GTPBP10 PE=1 SV=1
5264000	8329600	3792900	8753900	4428000	6795700	8988600	1.0506E+07	8467400	7874200	4673500	9197000	7643700	4426500	4597900	0	3463200	9075700	6211800	3397500	6093500	5275800	4902600	1.3681E+07				5	5	5	9.5	9.5	9.5	83.343	0	14.518	276930000	4	A4D1P6	A4D1P6	WD repeat-containing protein 91	WDR91	sp|A4D1P6|WDR91_HUMAN WD repeat-containing protein 91 OS=Homo sapiens GN=WDR91 PE=1 SV=2
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				1	1	1	1.8	1.8	1.8	107.5	0.00061948	3.1701	0	0	A5PL33	A5PL33	Protein KRBA1	KRBA1	sp|A5PL33|KRBA1_HUMAN Protein KRBA1 OS=Homo sapiens GN=KRBA1 PE=1 SV=3
0	1846700	1297400	0	0	0	0	0	0	5174700	2229900	2030100	2720300	0	0	0	1450300	0	0	1970100	0	2275500	2792600	0				5	5	5	10.5	10.5	10.5	56.414	0	4.7963	33367000	2	A5PLL1	A5PLL1	Ankyrin repeat domain-containing protein 34B	ANKRD34B	sp|A5PLL1|AN34B_HUMAN Ankyrin repeat domain-containing protein 34B OS=Homo sapiens GN=ANKRD34B PE=2 SV=3
0	0	0	0	0	0	0	0	544940	0	0	0	966300	830900	1296400	1825000	1429500	0	806690	0	0	0	804540	889170				2	2	2	2.6	2.6	2.6	82.697	0.00999	1.6945	16664000	0	A5PLN7	A5PLN7	Protein FAM149A	FAM149A	sp|A5PLN7|F149A_HUMAN Protein FAM149A OS=Homo sapiens GN=FAM149A PE=2 SV=2
1.204E+08	1.268E+08	1.2569E+08	1.2109E+08	1.1888E+08	1.4377E+08	1.3013E+08	1.2555E+08	1.4108E+08	1.2879E+08	1.172E+08	1.3275E+08	1.2189E+08	1.2851E+08	1.3351E+08	1.2887E+08	1.5386E+08	1.2212E+08	1.3377E+08	1.4392E+08	1.1373E+08	1.2433E+08	1.2591E+08	1.3124E+08				30	30	30	14.3	14.3	14.3	266.94	0	72.414	5654500000	167	A5YKK6	A5YKK6	CCR4-NOT transcription complex subunit 1	CNOT1	sp|A5YKK6|CNOT1_HUMAN CCR4-NOT transcription complex subunit 1 OS=Homo sapiens GN=CNOT1 PE=1 SV=2
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3444700	0	0	0	3034000	0	0	0	0				7	1	1	27.9	5	5	53.286	0	5.1527	10208000	2	A5YM69	A5YM69	Rho guanine nucleotide exchange factor 35	ARHGEF35	sp|A5YM69|ARG35_HUMAN Rho guanine nucleotide exchange factor 35 OS=Homo sapiens GN=ARHGEF35 PE=1 SV=1
1.7215E+08	1.2424E+08	1.223E+08	1.2604E+08	1.2277E+08	6.2301E+07	5.0019E+07	7.1672E+07	6.0868E+07	6.3206E+07	3.7206E+07	3.6688E+07	3.8535E+07	3.4932E+07	4.1556E+07	7.8145E+07	7.6516E+07	9.6559E+07	6.4187E+07	7.6349E+07	5.662E+07	5.2832E+07	5.0024E+07	4.17E+07				7	7	7	37.6	37.6	37.6	14.688	0	12.676	3021200000	40	Q9GZQ8;A6NCE7;Q9H492	Q9GZQ8;A6NCE7	Microtubule-associated proteins 1A/1B light chain 3B;Microtubule-associated proteins 1A/1B light chain 3 beta 2	MAP1LC3B;MAP1LC3B2	sp|Q9GZQ8|MLP3B_HUMAN Microtubule-associated proteins 1A/1B light chain 3B OS=Homo sapiens GN=MAP1LC3B PE=1 SV=3;sp|A6NCE7|MP3B2_HUMAN Microtubule-associated proteins 1A/1B light chain 3 beta 2 OS=Homo sapiens GN=MAP1LC3B2 PE=2 SV=1
3.4809E+07	3.4218E+07	3.5611E+07	3.1601E+07	3.5692E+07	5.0413E+07	3.9141E+07	4.2922E+07	5.1037E+07	5.1017E+07	6.113E+07	4.2935E+07	4.8213E+07	5.1654E+07	5.0151E+07	5.8109E+07	4.2044E+07	5.9018E+07	5.4111E+07	6.9057E+07	7.1581E+07	6.1241E+07	7.5791E+07	6.0847E+07				10	10	10	38.6	38.6	38.6	34.006	0	33.431	2164700000	73	A6NDG6	A6NDG6	Phosphoglycolate phosphatase	PGP	sp|A6NDG6|PGP_HUMAN Glycerol-3-phosphate phosphatase OS=Homo sapiens GN=PGP PE=1 SV=1
7.7757E+07	4.6949E+07	3.4582E+07	2.7499E+07	4.6958E+07	6.1352E+07	6.6171E+07	8.0568E+07	3.9447E+07	5.2369E+07	5.8847E+07	6.7011E+07	6.9737E+07	7.4838E+07	6.9018E+07	4.2556E+07	6.6207E+07	5.9254E+07	4.0512E+07	7.7867E+07	4.6196E+07	8.9551E+07	6.12E+07	9.0889E+07				6	6	6	29.3	29.3	29.3	33.62	0	56.169	3118400000	40	A6NDU8	A6NDU8	UPF0600 protein C5orf51	C5orf51	sp|A6NDU8|CE051_HUMAN UPF0600 protein C5orf51 OS=Homo sapiens GN=C5orf51 PE=1 SV=1
0	0	0	0	0	3390500	0	0	0	0	4090400	0	2808300	0	2707500	5136100	0	4889900	3798600	0	2972900	5173200	2830700	2680500				3	3	3	10.6	10.6	10.6	40.078	0.00015944	3.8545	73647000	6	A6NED2	A6NED2	RCC1 domain-containing protein 1	RCCD1	sp|A6NED2|RCCD1_HUMAN RCC1 domain-containing protein 1 OS=Homo sapiens GN=RCCD1 PE=1 SV=1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				3	3	3	3.1	3.1	3.1	108.44	0	144.11	0	0	A6NFI3	A6NFI3	Zinc finger protein 316	ZNF316	sp|A6NFI3|ZN316_HUMAN Zinc finger protein 316 OS=Homo sapiens GN=ZNF316 PE=1 SV=1
0	0	0	0	0	0	5405200	3966500	5063500	3142000	0	3515900	0	0	0	1954600	0	3883100	5599700	0	0	0	0	0				8	2	2	15.2	7.2	7.2	49.908	0	6.8292	59025000	4	A6NHL2	A6NHL2	Tubulin alpha chain-like 3	TUBAL3	sp|A6NHL2|TBAL3_HUMAN Tubulin alpha chain-like 3 OS=Homo sapiens GN=TUBAL3 PE=1 SV=2
2.8252E+07	3.3368E+07	1.9204E+07	2.3064E+07	2.0478E+07	2.4427E+07	1.1603E+07	1.2136E+07	1.4398E+07	1.557E+07	1.9258E+07	1.8159E+07	1.5981E+07	2.7052E+07	1.8382E+07	7968900	1.2151E+07	1.2433E+07	1.6998E+07	2.313E+07	1.2476E+07	1.4345E+07	1.5251E+07	1.4734E+07				3	2	2	7.2	3.9	3.9	34.803	0.0026782	2.3668	775770000	24	A6NHQ2	A6NHQ2	rRNA/tRNA 2-O-methyltransferase fibrillarin-like protein 1	FBLL1	sp|A6NHQ2|FBLL1_HUMAN rRNA/tRNA 2-O-methyltransferase fibrillarin-like protein 1 OS=Homo sapiens GN=FBLL1 PE=3 SV=2
4.5559E+08	4.4142E+08	4.595E+08	5.1343E+08	4.7041E+08	3.4379E+08	3.2545E+08	3.0968E+08	2.989E+08	3.1156E+08	2.9213E+08	3.2985E+08	3.4972E+08	3.2566E+08	2.9754E+08	2.9027E+08	3.3288E+08	2.9789E+08	3.0021E+08	3.1433E+08	2.3634E+08	2.4273E+08	2.5737E+08	2.4673E+08				62	62	62	36.6	36.6	36.6	226.37	0	206.06	14024000000	387	A6NHR9	A6NHR9	Structural maintenance of chromosomes flexible hinge domain-containing protein 1	SMCHD1	sp|A6NHR9|SMHD1_HUMAN Structural maintenance of chromosomes flexible hinge domain-containing protein 1 OS=Homo sapiens GN=SMCHD1 PE=1 SV=2
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				1	1	1	3.8	3.8	3.8	38.034	0.0013667	2.7715	0	0	A6NIE6;Q9NYV6	A6NIE6;Q9NYV6	Putative RRN3-like protein RRN3P2;RNA polymerase I-specific transcription initiation factor RRN3	RRN3P2;RRN3	sp|A6NIE6|RN3P2_HUMAN Putative RRN3-like protein RRN3P2 OS=Homo sapiens GN=RRN3P2 PE=5 SV=3;sp|Q9NYV6|RRN3_HUMAN RNA polymerase I-specific transcription initiation factor RRN3 OS=Homo sapiens GN=RRN3 PE=1 SV=1
5.4725E+07	6.4229E+07	4.7273E+07	6.027E+07	5.5663E+07	5.1939E+07	4.7595E+07	5.3862E+07	6.0223E+07	5.0101E+07	5.9256E+07	5.5905E+07	5.4343E+07	5.6106E+07	4.9215E+07	3.443E+07	3.6186E+07	4.4472E+07	4.0672E+07	3.5683E+07	4.812E+07	5.1266E+07	4.523E+07	3.749E+07				5	5	4	30.7	30.7	27.1	28.136	0	21.137	2072200000	59	A6NIH7	A6NIH7	Protein unc-119 homolog B	UNC119B	sp|A6NIH7|U119B_HUMAN Protein unc-119 homolog B OS=Homo sapiens GN=UNC119B PE=1 SV=1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				1	1	1	3.7	3.7	3.7	45.124	0.0099829	1.6768	0	0	A6NIX2	A6NIX2	Wilms tumor protein 1-interacting protein	WTIP	sp|A6NIX2|WTIP_HUMAN Wilms tumor protein 1-interacting protein OS=Homo sapiens GN=WTIP PE=1 SV=3
5.9602E+07	5.1775E+07	4.6443E+07	6.6741E+07	5.2879E+07	3.8591E+07	3.2933E+07	4.4704E+07	3.9535E+07	4.8812E+07	3.9118E+07	4.9878E+07	5.4425E+07	4.4406E+07	3.635E+07	4.343E+07	4.198E+07	4.1899E+07	4.3637E+07	5.321E+07	4.018E+07	4.1976E+07	3.7721E+07	3.5948E+07				11	11	9	33.9	33.9	27.5	46.121	0	39.808	1899000000	48	A6NJ78	A6NJ78	Probable methyltransferase-like protein 15	METTL15	sp|A6NJ78|MET15_HUMAN Probable methyltransferase-like protein 15 OS=Homo sapiens GN=METTL15 PE=1 SV=1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				2	1	1	9.5	7.3	7.3	33.803	0	21.633	0	0	A6NJG2	A6NJG2	Ankyrin repeat domain-containing protein SOWAHD	SOWAHD	sp|A6NJG2|SWAHD_HUMAN Ankyrin repeat domain-containing protein SOWAHD OS=Homo sapiens GN=SOWAHD PE=2 SV=1
0	0	0	0	0	1.1301E+07	1.454E+07	1.3246E+07	9804700	8634400	1.057E+07	8952900	5707400	8409200	6904600	5727500	0	0	7670000	1.12E+07	1.0635E+07	7434300	8445200	0				2	2	2	8.6	8.6	8.6	45.209	0	8.953	265740000	3	A6NKD9	A6NKD9	Coiled-coil domain-containing protein 85C	CCDC85C	sp|A6NKD9|CC85C_HUMAN Coiled-coil domain-containing protein 85C OS=Homo sapiens GN=CCDC85C PE=1 SV=1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				1	1	1	5.4	5.4	5.4	43.553	0	323.31	0	0	A6NKF1	A6NKF1	SAC3 domain-containing protein 1	SAC3D1	sp|A6NKF1|SAC31_HUMAN SAC3 domain-containing protein 1 OS=Homo sapiens GN=SAC3D1 PE=1 SV=2
2.3125E+07	1.5051E+07	3.0995E+07	1.8713E+07	2.6145E+07	0	5.6514E+07	9556400	1.7201E+07	2.0485E+07	2.2532E+07	0	1.9942E+07	0	2.8321E+07	2.5265E+07	0	2.6425E+07	3.4476E+07	0	1.8854E+07	0	0	2.1164E+07				57	3	0	28.8	2.2	0	197.48	0	10.053	696350000	9	A6NKT7	A6NKT7	RanBP2-like and GRIP domain-containing protein 3	RGPD3	sp|A6NKT7|RGPD3_HUMAN RanBP2-like and GRIP domain-containing protein 3 OS=Homo sapiens GN=RGPD3 PE=3 SV=2
0	0	0	0	0	0	0	0	5.6762E+07	0	1.2732E+07	0	0	0	0	0	0	0	0	0	0	0	0	0				5	5	5	3.7	3.7	3.7	230.53	0	49.326	78260000	2	A7KAX9	A7KAX9	Rho GTPase-activating protein 32	ARHGAP32	sp|A7KAX9|RHG32_HUMAN Rho GTPase-activating protein 32 OS=Homo sapiens GN=ARHGAP32 PE=1 SV=1
3.4579E+07	2.6158E+07	3.0034E+07	3.5443E+07	3.0066E+07	2.5132E+07	2.3077E+07	2.6152E+07	1.9433E+07	1.9292E+07	2.4529E+07	1.9991E+07	2.4829E+07	2.2261E+07	2.3443E+07	2.6018E+07	2.0199E+07	2.3616E+07	2.263E+07	4.1364E+07	2.3415E+07	2.8367E+07	2.7976E+07	2.2291E+07				17	17	3	17.2	17.2	4.1	125.06	0	27.011	1088400000	53	A8CG34;Q6PJE2;A6NF01	A8CG34	Nuclear envelope pore membrane protein POM 121C	POM121C	sp|A8CG34|P121C_HUMAN Nuclear envelope pore membrane protein POM 121C OS=Homo sapiens GN=POM121C PE=1 SV=2
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				1	1	1	3.5	3.5	3.5	87.483	0.0053865	2.0054	0	0	A8K0R7	A8K0R7	Zinc finger protein 839	ZNF839	sp|A8K0R7|ZN839_HUMAN Zinc finger protein 839 OS=Homo sapiens GN=ZNF839 PE=2 SV=1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				1	1	1	3.8	3.8	3.8	71.981	0	14.657	0	0	A8K855	A8K855	EF-hand calcium-binding domain-containing protein 7	EFCAB7	sp|A8K855|EFCB7_HUMAN EF-hand calcium-binding domain-containing protein 7 OS=Homo sapiens GN=EFCAB7 PE=1 SV=1
4.0613E+07	3.6904E+07	3.2225E+07	3.6819E+07	3.4754E+07	2.9152E+07	2.8428E+07	3.1311E+07	1.2125E+07	2.5554E+07	2.9096E+07	4.7546E+07	2.981E+07	3.9288E+07	4.0386E+07	2.4539E+07	1.2821E+07	3.8769E+07	4.7032E+07	2.3705E+07	3.4887E+07	3.9971E+07	3.22E+07	4.8137E+07				11	11	11	44.5	44.5	44.5	42.233	0	24.305	1426500000	31	A8MXV4	A8MXV4	Nucleoside diphosphate-linked moiety X motif 19, mitochondrial	NUDT19	sp|A8MXV4|NUD19_HUMAN Nucleoside diphosphate-linked moiety X motif 19 OS=Homo sapiens GN=NUDT19 PE=1 SV=1
7666000	9869200	0	0	3088700	1.4751E+07	8534800	7637500	1.2113E+07	5879500	0	7162100	8762200	8952700	1.5352E+07	0	0	7545500	1.4E+07	7559200	1.0291E+07	1.07E+07	6061900	9342500				4	4	4	20.7	20.7	20.7	25.423	0	18.738	342510000	5	A9UHW6	A9UHW6	MIF4G domain-containing protein	MIF4GD	sp|A9UHW6|MI4GD_HUMAN MIF4G domain-containing protein OS=Homo sapiens GN=MIF4GD PE=1 SV=1
0	2220100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				3	2	0	6.5	4.7	0	72.811	0.0092977	1.7376	3489600	0	B1AHC4	B1AHC4		PRR5-ARHGAP8	tr|B1AHC4|B1AHC4_HUMAN PRR5-ARHGAP8 readthrough OS=Homo sapiens GN=PRR5-ARHGAP8 PE=4 SV=1
818930	1629100	886510	3912100	1730100	3214900	0	3868100	1.0188E+07	2873700	2890400	6524100	6219200	2001400	3776100	0	3342900	4234400	3797800	6886800	3638300	3361800	0	4830800				11	11	11	3.8	3.8	3.8	292.7	0	9.4595	133680000	8	B2RTY4	B2RTY4	Unconventional myosin-IXa	MYO9A	sp|B2RTY4|MYO9A_HUMAN Unconventional myosin-IXa OS=Homo sapiens GN=MYO9A PE=1 SV=2
6108900	7240100	8130900	7284500	8726500	1.1291E+07	9427900	8661100	1.0235E+07	1.0999E+07	1.0273E+07	1.0153E+07	9769800	7037600	7523000	6246900	7942600	0	7808800	7425000	5417800	4440000	3812400	7592900				3	3	2	9.1	9.1	5.7	52.785	0	8.6416	312410000	22	B4DL54;Q8WUH1	B4DL54;Q8WUH1	Protein Churchill	CHURC1-FNTB;CHURC1	tr|B4DL54|B4DL54_HUMAN CHURC1-FNTB readthrough OS=Homo sapiens GN=CHURC1-FNTB PE=2 SV=1;sp|Q8WUH1|CHUR_HUMAN Protein Churchill OS=Homo sapiens GN=CHURC1 PE=1 SV=2
6.1062E+08	5.1394E+08	5.3607E+08	6.1019E+08	5.8827E+08	6.2491E+08	5.5882E+08	5.1053E+08	6.3113E+08	5.3302E+08	6.4836E+08	6.7794E+08	6.8501E+08	6.4212E+08	6.4139E+08	6.5382E+08	6.0695E+08	5.2678E+08	6.5597E+08	6.2481E+08	7.0752E+08	6.3163E+08	7.2853E+08	7.1087E+08				22	22	11	48.9	48.9	20.1	48.099	0	160.59	25756000000	268	B4DLN1;P52815	B4DLN1;P52815	39S ribosomal protein L12, mitochondrial	MRPL12	tr|B4DLN1|B4DLN1_HUMAN cDNA FLJ60124, highly similar to Mitochondrial dicarboxylate carrier OS=Homo sapiens PE=2 SV=1;sp|P52815|RM12_HUMAN 39S ribosomal protein L12, mitochondrial OS=Homo sapiens GN=MRPL12 PE=1 SV=2
3820400	4158300	2969600	3012200	0	5079600	3440900	0	5553500	4936200	4617000	0	6076500	4319300	3995300	0	3640800	6675800	4212500	3002300	4289100	0	5544100	3991400				1	1	1	14.7	14.7	14.7	11.028	0	8.0635	141420000	18	B4DSR2;Q9BV19	B4DSR2;Q9BV19	Uncharacterized protein C1orf50	C1orf50	tr|B4DSR2|B4DSR2_HUMAN cDNA FLJ52234 OS=Homo sapiens PE=1 SV=1;sp|Q9BV19|CA050_HUMAN Uncharacterized protein C1orf50 OS=Homo sapiens GN=C1orf50 PE=1 SV=2
2041100	2298600	2105100	2061700	2207800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				3	3	3	7.8	7.8	7.8	38.018	0	14.458	18247000	5	B7ZBB8	B7ZBB8	Protein phosphatase 1 regulatory subunit 3G	PPP1R3G	sp|B7ZBB8|PP13G_HUMAN Protein phosphatase 1 regulatory subunit 3G OS=Homo sapiens GN=PPP1R3G PE=1 SV=1
3.9289E+07	4.4054E+07	4.4825E+07	4.0509E+07	4.8357E+07	5.0358E+07	4.2478E+07	4.9782E+07	4.4857E+07	3.7731E+07	3.9694E+07	4.6218E+07	4.4788E+07	4.5738E+07	3.6687E+07	4.0936E+07	5.4748E+07	3.1823E+07	4.7065E+07	4.7865E+07	3.4909E+07	5.5168E+07	4.258E+07	4.9806E+07				9	9	9	19.7	19.7	19.7	49.994	0	29.324	1811700000	53	C4AMC7;Q6VEQ5;Q9NQA3;A8K0Z3;A8MWX3	C4AMC7;Q6VEQ5;Q9NQA3;A8K0Z3;A8MWX3	Putative WAS protein family homolog 3;WAS protein family homolog 2;WAS protein family homolog 6;WAS protein family homolog 1;Putative WAS protein family homolog 4	WASH3P;WASH2P;WASH6P;WASH1;WASH4P	sp|C4AMC7|WASH3_HUMAN Putative WAS protein family homolog 3 OS=Homo sapiens GN=WASH3P PE=1 SV=2;sp|Q6VEQ5|WASH2_HUMAN WAS protein family homolog 2 OS=Homo sapiens GN=WASH2P PE=2 SV=2;sp|Q9NQA3|WASH6_HUMAN WAS protein family homolog 6 OS=Homo sapiens GN=WAS
1.7506E+07	2.0715E+07	1.8733E+07	2.4511E+07	1.8765E+07	1.2281E+07	8047700	1.0968E+07	8014700	7199700	2.0884E+07	1.3603E+07	9270500	1.6945E+07	1.1225E+07	9970000	1.1346E+07	1.1956E+07	1.4183E+07	2.0043E+07	1.7246E+07	1.9158E+07	2.1851E+07	1.2336E+07				4	4	4	5.2	5.2	5.2	106.65	0	6.6539	609790000	1	C9J069	C9J069	Uncharacterized protein C9orf172	C9orf172	sp|C9J069|AJM1_HUMAN Apical junction component 1 homolog OS=Homo sapiens GN=AJM1 PE=3 SV=1
2.3311E+07	1.8801E+07	2.4625E+07	1.8092E+07	2.0456E+07	2.511E+07	5795700	3.8118E+07	2.5267E+07	2.1954E+07	2.7283E+07	3.3414E+07	4.1362E+07	4.8434E+07	2.3189E+07	1.9812E+07	2.1132E+07	9444700	1.6153E+07	2.0567E+07	1.1401E+07	2.2131E+07	2.191E+07	2.3475E+07				2	2	2	25.3	25.3	25.3	8.8131	0	55.556	938650000	47	C9JAW5;Q9Y241	C9JAW5;Q9Y241	HIG1 domain family member 1A, mitochondrial	HIGD1A	tr|C9JAW5|C9JAW5_HUMAN Uncharacterized protein OS=Homo sapiens PE=4 SV=1;sp|Q9Y241|HIG1A_HUMAN HIG1 domain family member 1A, mitochondrial OS=Homo sapiens GN=HIGD1A PE=1 SV=1
1.7263E+07	2.5744E+07	1.598E+07	3.6803E+07	2.2196E+07	2.5976E+07	2.0288E+07	2.5873E+07	2.8862E+07	2.8758E+07	2.4536E+07	2.4364E+07	2.1511E+07	2.0217E+07	2.3659E+07	1.8152E+07	2.8172E+07	2.1543E+07	1.7109E+07	3.0196E+07	2.0967E+07	4.2079E+07	1.8768E+07	3.3441E+07				6	6	6	56.7	56.7	56.7	10.92	0	18.656	1112100000	35	C9JLW8	C9JLW8	Protein FAM195B	FAM195B	sp|C9JLW8|MCRI1_HUMAN Mapk-regulated corepressor-interacting protein 1 OS=Homo sapiens GN=MCRIP1 PE=1 SV=1
9071900	1.3005E+07	8536900	9112300	1.0241E+07	1.0273E+07	1.3348E+07	7955300	1.3716E+07	1.1817E+07	8554500	1.0984E+07	9372300	9925000	8592800	1.4464E+07	1.2918E+07	1.2244E+07	1.3095E+07	1.5805E+07	1.194E+07	1.0586E+07	1.2623E+07	9603500			+	6	6	6	4.1	4.1	4.1	192.99	0	8.5034	442970000	25	CON__ENSEMBL:ENSBTAP00000007350;CON__P01030	CON__ENSEMBL:ENSBTAP00000007350;CON__P01030			;
8.495E+07	6.6798E+07	5.0838E+07	5.5721E+07	4.9175E+07	4.5635E+07	4.1691E+07	2.9604E+07	2.2197E+07	3.1735E+07	4.1654E+07	3.1546E+07	3.8899E+07	4.5677E+07	5.0927E+07	1.9637E+07	1.3766E+07	2.3691E+07	1.8339E+07	2.7278E+07	3.6282E+07	4.8357E+07	5.5007E+07	3.888E+07			+	11	11	8	20	20	12.5	77.456	0	56.089	1702600000	69	CON__ENSEMBL:ENSBTAP00000016046	CON__ENSEMBL:ENSBTAP00000016046			
0	0	4480100	9101500	0	6103600	5030900	0	0	2942800	0	0	0	3683100	1362100	3440100	2139700	0	3235900	4382300	0	0	0	0			+	3	3	3	10.1	10.1	10.1	53.341	0	6.3903	82213000	8	CON__Q3MHN5;CON__ENSEMBL:ENSBTAP00000018229;P02774	CON__Q3MHN5;CON__ENSEMBL:ENSBTAP00000018229			;
5.6289E+07	8.8087E+07	5.7901E+07	3.751E+07	7.1511E+07	2.105E+07	2.6265E+07	3146700	2.1734E+07	1.382E+07	1.5457E+07	1.2548E+07	8375500	1.6827E+07	1.2098E+07	4.3093E+07	1.1869E+07	1.7618E+07	6.4293E+07	0	2.1281E+07	1.0442E+07	1.5323E+07	2.558E+07			+	4	4	4	9.3	9.3	9.3	67.703	0	19.723	1238400000	28	CON__ENSEMBL:ENSBTAP00000023055;Q04756	CON__ENSEMBL:ENSBTAP00000023055;Q04756	Hepatocyte growth factor activator;Hepatocyte growth factor activator short chain;Hepatocyte growth factor activator long chain	HGFAC	;sp|Q04756|HGFA_HUMAN Hepatocyte growth factor activator OS=Homo sapiens GN=HGFAC PE=1 SV=1
5.571E+07	4.2537E+07	4.196E+07	2.8995E+07	4.7264E+07	4.435E+07	3.3669E+07	3.4974E+07	2.2123E+07	3.7055E+07	4.0959E+07	3.6621E+07	3.4105E+07	3.5681E+07	3.3448E+07	3.3957E+07	3.5042E+07	3.6516E+07	3.7034E+07	3.6519E+07	2.96E+07	3.0275E+07	2.8583E+07	3.0826E+07			+	12	12	12	11.1	11.1	11.1	164.34	0	24.81	1542300000	75	CON__ENSEMBL:ENSBTAP00000024146;P20742	CON__ENSEMBL:ENSBTAP00000024146			
4.251E+07	3.3647E+07	3.6453E+07	2.9867E+07	4.3237E+07	7.9832E+07	9.224E+07	8.1423E+07	6.4838E+07	7.3987E+07	2.2723E+07	3.7862E+07	3.8758E+07	2.7391E+07	3.2068E+07	4.1314E+07	4.9088E+07	4.5552E+07	3.3899E+07	2.6337E+07	1.7784E+07	2.2298E+07	1.8765E+07	8313500			+	14	14	14	20.1	20.1	20.1	92.273	0	28.104	1771500000	56	CON__ENSEMBL:ENSBTAP00000032840	CON__ENSEMBL:ENSBTAP00000032840			
8.6324E+07	9.2884E+07	6.6269E+07	8.5015E+07	8.5188E+07	1.8342E+07	2.2874E+07	2.5175E+07	0	2.7002E+07	2.5755E+07	3.3159E+07	3.6659E+07	3.4361E+07	2.3022E+07	4.9489E+07	6.0995E+07	5.8608E+07	5.9907E+07	7.6313E+07	3.9803E+07	4.0051E+07	4.1311E+07	3.8705E+07			+	9	9	9	41.2	41.2	41.2	22.336	0	35.844	1982500000	64	CON__ENSEMBL:ENSBTAP00000034412	CON__ENSEMBL:ENSBTAP00000034412			
